class_label,LHS,RHS
non-phishing,BCEFLMCEIJHPCPLGADJIGEEFCAAA.kiall,redpie.com
non-phishing,200209240800.g8O808C26535,dogma.slashnull.org
non-phishing,200210080800.g9880UK06069,dogma.slashnull.org
non-phishing,20020823094833.ABDF4C44E,argote.ch
non-phishing,1917968978.20021001230556,magnesium.net
non-phishing,200208281732.NAA05316,blackcomb.panasas.com
non-phishing,29945.1031646056,kanga.nu
non-phishing,E17pfia-0005tW-00,cpu59.osdn.com
non-phishing,3D6DED60.7070107,myrealbox.com
non-phishing,3D6E7347.9090304,sri.com
non-phishing,20020925125713.A1093,free.transpect.com
non-phishing,200210070800.g9780dK23238,dogma.slashnull.org
non-phishing,200209261530.g8QFUOg24832,dogma.slashnull.org
non-phishing,E17wCHf-0005HH-01,cpu59.osdn.com
non-phishing,Pine.LNX.4.33.0209011908320.3235-100000,watcher.mithral.com
non-phishing,20020822205834.D7039C44E,argote.ch
non-phishing,3D757053.7030006,barrera.org
non-phishing,1030236009.27767.5.camel,localhost.localdomain
non-phishing,20021001020300.D256329409E,xent.com
non-phishing,a05200a02b9c7ff9d1d85,[209.103.203.17]
non-phishing,20020907135257.7E5CBC44D,argote.ch
non-phishing,200210030802.g9382fK20058,dogma.slashnull.org
non-phishing,200210070800.g9780xK23327,dogma.slashnull.org
non-phishing,20020906005141.GG29663,kluge.net
non-phishing,E17wvEU-0004XQ-00,cpu59.osdn.com
non-phishing,E17uNu0-0007tM-00,cpu59.osdn.com
non-phishing,200209131838.LAA15344,maltesecat
non-phishing,Pine.LNX.4.40.0209051340310.18579-100000,zambra.ispras.ru
non-phishing,26495.1031914530,munnari.OZ.AU
non-phishing,200209240800.g8O80cC26642,dogma.slashnull.org
non-phishing,000001c266a5$b5ba5600$6401a8c0,MAX
non-phishing,200210010801.g9181aK15679,dogma.slashnull.org
non-phishing,3DA31781.19CBEEA6,hackwatch.com
non-phishing,200209250803.g8P83hC18346,dogma.slashnull.org
non-phishing,19271172739.20020909095555,magnesium.net
non-phishing,200210080800.g98804K06008,dogma.slashnull.org
non-phishing,20020930185727.5ACA84A3,gray.impulse.net
non-phishing,200209102354.g8ANscL17172,lin12.triumf.ca
non-phishing,20020902194618.GB15737,kluge.net
non-phishing,200210060800.g9680FK15212,dogma.slashnull.org
non-phishing,p05111a05b9c118ae18d6,[66.149.49.6]
non-phishing,200210070800.g9780nK23290,dogma.slashnull.org
non-phishing,977639A4-D00F-11D6-8F1E-000393A46DEA,alumni.caltech.edu
non-phishing,200210080801.g98814K06118,dogma.slashnull.org
non-phishing,Pine.GSO.4.30L.0209140830390.19534-100000,multics.mit.edu
non-phishing,200210040800.g9480hK08841,dogma.slashnull.org
non-phishing,E17js6m-0003Tp-01,cpu59.osdn.com
non-phishing,Pine.LNX.4.33.0209051108510.27454-100000,hydrogen.leitl.org
non-phishing,200210010801.g9181OK15635,dogma.slashnull.org
non-phishing,200210010801.g9181DK15585,dogma.slashnull.org
non-phishing,3D768684.30702,cse.ucsc.edu
non-phishing,3D893115.7070102,permafrost.net
non-phishing,1031860743.14237.42.camel,avalon
non-phishing,3DA2C9B0.1469.5C8ED72,localhost
non-phishing,200210010801.g9181wK15735,dogma.slashnull.org
non-phishing,20020915202900.F294C5D04,ptavv.es.net
non-phishing,E17n8OD-0004mu-01,cpu59.osdn.com
non-phishing,200209250800.g8P80MC18079,dogma.slashnull.org
non-phishing,1030385858.10433.TMDA,deepeddy.vircio.com
non-phishing,Pine.BSO.4.44.0209112004410.23272-100000,crank.slack.net
non-phishing,15850.1033186192,dimebox.bmc.com
non-phishing,200210030800.g9380DK19932,dogma.slashnull.org
non-phishing,20021008234209.B26549,azrael.smilehouse.com
non-phishing,005b01c24f17$823b1f30$fa7d940a,siddesktop
non-phishing,Pine.LNX.4.44.0209010357090.5726-100000,belphegore.hughes-family.org
non-phishing,200209250800.g8P80JC18051,dogma.slashnull.org
non-phishing,3C6030B5.2060106,sunnmore.net
non-phishing,E17wjPW-000143-00,usw-pr-cvs1.sourceforge.net
non-phishing,15743.18150.567462.560748,onceler.kciLink.com
non-phishing,200209261527.g8QFRog24243,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209031924180.13303-100000,watcher.mithral.com
non-phishing,20020206162953.C10950,pihlaja.kotilo
non-phishing,CB527F15-CF61-11D6-B8C1-003065F62CD6,whump.com
non-phishing,200209300801.g8U81kg21369,dogma.slashnull.org
non-phishing,3D6AB9B7.8020407,barrera.org
non-phishing,Pine.BSO.4.44.0209041247400.20366-100000,crank.slack.net
non-phishing,20020918112139.GA740,www.NT-NETWORK
non-phishing,20020828013622.GD30677,kluge.net
non-phishing,1032885762.24435.78.camel,avalon
non-phishing,19041.1032773013,munnari.OZ.AU
non-phishing,20020918115754.4376516F1C,example.com
non-phishing,B397C4F18189C34B9BD6C5F82461FCBE1B48C1,usilms27.ca.com
non-phishing,200209261530.g8QFUbg24878,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0208230113400.8637-100000,crank.slack.net
non-phishing,Pine.LNX.4.44.0209190746380.32712-100000,burgers.bubbanfriends.org
non-phishing,001b01c2551a$9c316a30$2801250a,omers.com
non-phishing,200210030800.g9380VK19943,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209061907540.12977-100000,hydrogen.leitl.org
non-phishing,3D6F8139.8040106,ida.org
non-phishing,200209290801.g8T81Kg03443,dogma.slashnull.org
non-phishing,200210030801.g93817K19976,dogma.slashnull.org
non-phishing,002501c24e71$68298e20$f600a8c0,dogBear
non-phishing,yf21y7h3i4m.fsf,proton.pathname.com
non-phishing,200209290801.g8T81Qg03472,dogma.slashnull.org
non-phishing,3DA288E8.4060006,punkass.com
non-phishing,3DA12334.2010705,punkass.com
non-phishing,Pine.LNX.4.33.0209020031580.4578-100000,watcher.mithral.com
non-phishing,200209120315.XAA25189,blackcomb.panasas.com
non-phishing,Pine.LNX.4.33.0209041727590.17693-100000,watcher.mithral.com
non-phishing,Pine.BSO.4.44.0208231942110.16631-100000,crank.slack.net
non-phishing,200209250803.g8P83kC18372,dogma.slashnull.org
non-phishing,20020911203845.662ED16F03,example.com
non-phishing,200209250800.g8P80EC18038,dogma.slashnull.org
non-phishing,Pine.BSF.4.21.0209120845130.19863-100000,wow.atlasta.net
non-phishing,Pine.LNX.4.44.0209092126340.27072-100000,isolnetsux.techmonkeys.net
non-phishing,200210010802.g91825K15748,dogma.slashnull.org
non-phishing,1032361926.3200.1285.camel,bobcat.ods.org
non-phishing,1030568564.10902.22.camel,bobcat.ods.org
non-phishing,1033567132.911.TMDA,deepeddy.vircio.com
non-phishing,Pine.LNX.4.33.0209082255040.12977-100000,hydrogen.leitl.org
non-phishing,Pine.LNX.4.44.0208261049170.19073-100000,mlug.missouri.edu
non-phishing,p05100307b98c296c91aa,[200.255.3.123]
non-phishing,200210030801.g9381VK19994,dogma.slashnull.org
non-phishing,20020905181308.B4905,greenhydrant.com
non-phishing,200210050800.g9580uK02609,dogma.slashnull.org
non-phishing,200210050800.g9580XK02542,dogma.slashnull.org
non-phishing,200210040800.g9480gK08826,dogma.slashnull.org
non-phishing,200210080801.g98816K06142,dogma.slashnull.org
non-phishing,200209261532.g8QFWAg25109,dogma.slashnull.org
non-phishing,1032888576.14149.TMDA,deepeddy.vircio.com
non-phishing,1032794039.27118.TMDA,deepeddy.vircio.com
non-phishing,200210100804.g9A84QK14194,dogma.slashnull.org
non-phishing,009901c24d18$0777a2b0$145da8c0,sidney.com
non-phishing,3DA28982.6020709,punkass.com
non-phishing,000301c248ea$43c44ac0$0601a8c0,einstein
non-phishing,20021008162406.0aaaa275.matthias,rpmforge.net
non-phishing,F198PIwomaOrNKlyWwn000217b7,hotmail.com
non-phishing,3D8DDB64.9070600,endeavors.com
non-phishing,DAV53oPB2EWrO8lxy4D00001559,hotmail.com
non-phishing,p05111a15b9b4120d5486,[66.149.49.6]
non-phishing,20020822180907.GE16421,kluge.net
non-phishing,ILEHJNJFPDLMDEKNIAKCAEJICAAA.geege,barrera.org
non-phishing,DAV68j2OW7MgETDx4e700008892,hotmail.com
non-phishing,19654.1030524655,munnari.OZ.AU
non-phishing,018d01c259dd$35066050$ad01a8c0,QUENTIN
non-phishing,20020910190636.56DC6C432,email4.lga2.nytimes.com
non-phishing,20020822232458.L68187-100000,moon.campus.luth.se
non-phishing,20021003211736.B2950A87E2,belphegore.hughes-family.org
non-phishing,200210030802.g9382BK20031,dogma.slashnull.org
non-phishing,3DA1470E.2070709,waider.ie
non-phishing,15733.3398.363187.572002,cerise.nosuchdomain.co.uk
non-phishing,21099.1030543590,munnari.OZ.AU
non-phishing,20020915150742.81753.qmail,kronos.terraworld.net
non-phishing,3D6C9688.6010203,corvil.com
non-phishing,F167IKeqA1UzccrYFti0000478e,hotmail.com
non-phishing,20020829171121.3b5d0506.matthias,egwn.net
non-phishing,DAV42P8yJrNKBqujscl00001810,hotmail.com
non-phishing,20020911173618.GA86845,blossom.cjclark.org
non-phishing,20020902095455.EDC5CC44D,argote.ch
non-phishing,200209270801.g8R81lg00982,dogma.slashnull.org
non-phishing,20020202130604.54a97e4e.matthias,egwn.net
non-phishing,200208221803.g7MI3vV17471,mail.banirh.com
non-phishing,200209240800.g8O80aC26625,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0209071311060.13901-100000,isolnetsux.techmonkeys.net
non-phishing,3DA1E514.9080807,permafrost.net
non-phishing,20020918165020.3ca80271.matthias,rpmforge.net
non-phishing,200209261532.g8QFWag25181,dogma.slashnull.org
non-phishing,D79A56AD131896448D0860DEE07CBE1F3BABD6,med-core07.med.wayne.edu
non-phishing,20930.208.236.42.2.1032555916.squirrel,sunserver.sunilactive.com
non-phishing,006d01c2690d$42a02cc0$640a000a,golden
non-phishing,200210010800.g91804K15316,dogma.slashnull.org
non-phishing,200209270801.g8R81lg00980,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0209050036160.9755-100000,crank.slack.net
non-phishing,20021002233617.18C50EA0A,petting-zoo.net
non-phishing,20020828102918.C5C3143F99,phobos.labs.netnoteinc.com
non-phishing,20020905143630.B6397,azrael.smilehouse.com
non-phishing,200210030803.g9383BK20102,dogma.slashnull.org
non-phishing,20020910132951.04720C44D,argote.ch
non-phishing,20021007012740.4c1f4b10.kilroy,kamakiriad.com
non-phishing,m2u1k3ibvl.fsf,maya.dyndns.org
non-phishing,3D653BBF.3060209,permafrost.net
non-phishing,200209261528.g8QFSvg24538,dogma.slashnull.org
non-phishing,ILEHJNJFPDLMDEKNIAKCOEKDCAAA.geege,barrera.org
non-phishing,003001c26cec$49505bc0$0200a8c0,JMHALL
non-phishing,21588.1030083611,munnari.OZ.AU
non-phishing,200210091842.g99Ignpd981628,opal.eng.sun.com
non-phishing,AMEPKEBLDJJCCDEJHAMIOEHJFJAA.ejw,cse.ucsc.edu
non-phishing,200210060800.g9680EK15209,dogma.slashnull.org
non-phishing,3C5FE6E4.6040608,sunnmore.net
non-phishing,20020829163653.A4149,rover.vipul.net
non-phishing,20020918170752.80FA1C44D,argote.ch
non-phishing,002601c26d6d$be14c410$0200a8c0,JMHALL
non-phishing,253B1BDA4E68D411AC3700D0B77FC5F807C0F1CE,patsydan.dublin.hp.com
non-phishing,B9A164ED.D809%jamesr,best.com
non-phishing,20021005171758.6038A16F03,example.com
non-phishing,200209270800.g8R80sg00725,dogma.slashnull.org
non-phishing,20020920230041.A1139,xlnt-software.com
non-phishing,20020831125333.4574373b.matthias,egwn.net
non-phishing,3D70306F.8090201,eecs.berkeley.edu
non-phishing,Pine.LNX.4.33.0209012058020.3683-100000,watcher.mithral.com
non-phishing,20020910142926.C5DF2A7,whatexit.org
non-phishing,20020206194426.F10950,pihlaja.kotilo
non-phishing,200208221811.LAA21283,maltesecat
non-phishing,20020903183103.A5C7733986,LINPDC.eclipsys.qc.ca
non-phishing,E17k1Wm-0001UI-00,carbon
non-phishing,200209260801.g8Q81bC06471,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0210030229320.10445-100000,crank.slack.net
non-phishing,1034007312.2296.8.camel,bobcat.ods.org
non-phishing,15723.57022.25028.68954,klortho.waider.ie
non-phishing,200209240800.g8O808C26537,dogma.slashnull.org
non-phishing,135470FA-BAE3-11D6-AD60-003065C182B0,radparker.com
non-phishing,JHEPKCEMGPKFFDHHDDKDAEKEFIAA.bill,wstoddard.com
non-phishing,20020827193152.56961.qmail,web13705.mail.yahoo.com
non-phishing,AMEPKEBLDJJCCDEJHAMIKELBFIAA.ejw,cse.ucsc.edu
non-phishing,DAV26WnOIwQO3OhV84d00009679,hotmail.com
non-phishing,Pine.LNX.4.44.0210031618460.14124-100000,chip.ath.cx
non-phishing,Pine.LNX.4.44.0208231600070.17440-100000,localhost.localdomain
non-phishing,20020916114641.B12169,rover.vipul.net
non-phishing,200210080800.g9880UK06069,dogma.slashnull.org
non-phishing,200209270800.g8R80sg00720,dogma.slashnull.org
non-phishing,3D88B494.1050702,cse.ucsc.edu
non-phishing,E17tex3-0002Fz-00,cpu59.osdn.com
non-phishing,20021008094334.57b0c988.matthias,rpmforge.net
non-phishing,011501c25a93$63a70de0$640a000a,golden
non-phishing,200209260801.g8Q81uC06504,dogma.slashnull.org
non-phishing,200209240800.g8O80cC26637,dogma.slashnull.org
non-phishing,196A8818B3B5D611AC8D0008024505DB14A8,PDCWEXOE
non-phishing,200209260801.g8Q81VC06458,dogma.slashnull.org
non-phishing,20021007103254.GA1714,torb.mine.nu
non-phishing,Pine.LNX.4.44.0209062120580.13901-100000,isolnetsux.techmonkeys.net
non-phishing,200210050800.g9580WK02539,dogma.slashnull.org
non-phishing,200209240800.g8O80BC26575,dogma.slashnull.org
non-phishing,200208301636.46996.justin.armstrong,acm.org
non-phishing,200209290801.g8T81Vg03488,dogma.slashnull.org
non-phishing,20021009172325.3CA8C16F03,example.com
non-phishing,200210030801.g93818K19981,dogma.slashnull.org
non-phishing,162160870749.20020920212606,magnesium.net
non-phishing,200210040800.g9480pK08861,dogma.slashnull.org
non-phishing,20020829180628.A1796,silence.homedns.org
non-phishing,A23DE7A325D23B49A76B54080E0BCB9E2924A9,kabul.ad.skymv.com
non-phishing,5.1.0.14.0.20020902120100.02a78308,212.17.32.225
non-phishing,200210010801.g91815K15541,dogma.slashnull.org
non-phishing,yf2k7los0z5.fsf,proton.pathname.com
non-phishing,3D653BBF.3060209,permafrost.net
non-phishing,200210030801.g93810K19959,dogma.slashnull.org
non-phishing,200208270124.00426.eh,mad.scientist.com
non-phishing,1204837300.20020921093852,magnesium.net
non-phishing,F174tgLzhVOJwnzsLqI000004a3,hotmail.com
non-phishing,200209261531.g8QFVkg25055,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209091613360.32400-100000,hydrogen.leitl.org
non-phishing,Pine.LNX.4.44.0210031255050.20571-100000,swampfox.owlriver.com
non-phishing,20020828081121.GI1696,jinny.ie
non-phishing,20020828143235.A5779,bonzo.nirvana
non-phishing,979BE8FE-CCF6-11D6-817E-000393A46DEA,alumni.caltech.edu
non-phishing,200210100804.g9A84NK14174,dogma.slashnull.org
non-phishing,200208212320.g7LNKH73018839,docserver.cac.washington.edu
non-phishing,p05111a0ab9b7c13e629a,[66.149.49.6]
non-phishing,20020915191805.M8021,comp-wiz.com
non-phishing,200210091657.g99GvDmX025433,life.ai.mit.edu
non-phishing,4571.1034190434,tatanka
non-phishing,F1679yt8TcqXQ0XGa9700021ebd,hotmail.com
non-phishing,200209181145.50631.eh,mad.scientist.com
non-phishing,AAC883CC-CF3D-11D6-817E-000393A46DEA,alumni.caltech.edu
non-phishing,20021002185728.7334502b.matthias,egwn.net
non-phishing,E17iQCg-0003fJ-00,cpu59.osdn.com
non-phishing,Pine.BSO.4.44.0209061020430.32013-100000,crank.slack.net
non-phishing,Pine.LNX.4.44.0208220810280.13989-100000,aztec.zanshin.com
non-phishing,20020828161557.950A8A3CB0,belphegore.hughes-family.org
non-phishing,20020905203817.GX8101,kluge.net
non-phishing,200210070800.g9780OK23233,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0208221910560.17440-100000,localhost.localdomain
non-phishing,200209230458.AAA08321,blackcomb.panasas.com
non-phishing,20020822145523.A2125,rover.vipul.net
non-phishing,3D89E6F6.2060105,barrera.org
non-phishing,E17n8O5-0004hV-00,cpu59.osdn.com
non-phishing,3DA144C8.2060707,waider.ie
non-phishing,3D6C82CB.5040109,ee.ed.ac.uk
non-phishing,20021005102143.GA6915,marvin.home.priv
non-phishing,20020906003054.GA3997,calm.mc
non-phishing,200210100804.g9A847K14125,dogma.slashnull.org
non-phishing,m23csy539p.fsf,maya.dyndns.org
non-phishing,200210010800.g91805K15325,dogma.slashnull.org
non-phishing,079d01c26e4a$f7e65d60$9731e150,007730120202
non-phishing,20021003202608.0BE97A877E,belphegore.hughes-family.org
non-phishing,200210020803.g92838K31832,dogma.slashnull.org
non-phishing,A49FCAEE-B615-11D6-9F96-000393679BE4,indigo.ie
non-phishing,200210010801.g9181BK15568,dogma.slashnull.org
non-phishing,1033964717.1263.8.camel,AMD1800
non-phishing,20020930225946.3f3ae6f3.matthias,egwn.net
non-phishing,200209051318.24194,malte.stretz.eu.org
non-phishing,Pine.GSO.4.43.0209111512350.3741-100000,vtn1.victoria.tc.ca
non-phishing,p05111a5ab9c2875b09bf,[66.149.49.6]
non-phishing,20020930225131.5fe5aa07.matthias,egwn.net
non-phishing,3D8D5C3B.2090202,barrera.org
non-phishing,200209250800.g8P80DC17988,dogma.slashnull.org
non-phishing,200210050800.g9580uK02611,dogma.slashnull.org
non-phishing,3D6C98FC.9355.23FE7736,localhost
non-phishing,3D885FE0.37C1C9EA,Golux.Com
non-phishing,20020825165054.C0EE52FD33,server3.fastmail.fm
non-phishing,20021002193602.GC6266,taz.home.priv
non-phishing,200210010801.g9181EK15588,dogma.slashnull.org
non-phishing,1030715441.2038.31.camel,leviticus
non-phishing,200209261531.g8QFVig25045,dogma.slashnull.org
non-phishing,20020923025816.8E7A34A8,mercea.net
non-phishing,200209261532.g8QFWHg25131,dogma.slashnull.org
non-phishing,20020822145523.A2125,rover.vipul.net
non-phishing,Pine.LNX.4.44.0209110805180.10473-100000,isolnetsux.techmonkeys.net
non-phishing,20021010131209.1b3fc024.matthias,rpmforge.net
non-phishing,200209261532.g8QFWJg25139,dogma.slashnull.org
non-phishing,5.1.1.6.0.20020826113243.034de5d0,techdirt.com
non-phishing,200210050800.g9580qK02591,dogma.slashnull.org
non-phishing,200210080801.g98814K06118,dogma.slashnull.org
non-phishing,20021004221003.26248bb9.kilroy,kamakiriad.com
non-phishing,200210070800.g9780EK23212,dogma.slashnull.org
non-phishing,1030567737.10901.9.camel,bobcat.ods.org
non-phishing,003b01c265b5$af603900$0200a8c0,JMHALL
non-phishing,200209261532.g8QFWgg25207,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0210021220140.6561-100000,chip.ath.cx
non-phishing,200208302358.TAA06163,blackcomb.panasas.com
non-phishing,20021008192806.186BCEA0A,petting-zoo.net
non-phishing,200208221336.g7MDaWX26868,hobbit.linuxworks.com.au.nospam
non-phishing,d3.11f46440.2abb2d74,aol.com
non-phishing,20020913161526.A97345-100000,moon.campus.luth.se
non-phishing,200209250803.g8P83gC18336,dogma.slashnull.org
non-phishing,DAV23PvTYW4ZlVuv6xp00009131,hotmail.com
non-phishing,143118772134.20020904230741,magnesium.net
non-phishing,1030566379.469.47.camel,lerlaptop.iadfw.net
non-phishing,1C5D938E-BF85-11D6-8989-000393A46DEA,alumni.caltech.edu
non-phishing,20020925212231.7D4503F2F,milou.dyndns.org
non-phishing,20021003173813.GE2299,darkridge.com
non-phishing,200209240800.g8O809C26542,dogma.slashnull.org
non-phishing,200210030800.g93806K19921,dogma.slashnull.org
non-phishing,20020930223956.6c06655a.ralf,camperquake.de
non-phishing,E17nGWT-0001pi-00,protactinium.btinternet.com
non-phishing,13434889868.20020923174444,magnesium.net
non-phishing,20021004015119.C89A0A87F0,belphegore.hughes-family.org
non-phishing,200210010801.g9181KK15597,dogma.slashnull.org
non-phishing,F7KqwUj9sEFSqEP5kuG0000347c,hotmail.com
non-phishing,3DA33EFE.4090109,punkass.com
non-phishing,E17kxX7-0006Jl-00,cpu59.osdn.com
non-phishing,200210080800.g9880XK06083,dogma.slashnull.org
non-phishing,036901c26bdd$f2f03c50$0100a8c0,PETER
non-phishing,35767.194.237.142.13.1033980191.squirrel,mail.nologic.org
non-phishing,ILEHJNJFPDLMDEKNIAKCIEFKCAAA.geege,barrera.org
non-phishing,3D8CFD5E.10406,endeavors.com
non-phishing,m3fzvgvqoj.fsf,wivenhoe.staff8.ul.ie
non-phishing,3D9CEE0A.9030400,free.fr
non-phishing,000801c24ea1$8a8023f0$af672e04,winxp
non-phishing,18366.1030517481,munnari.OZ.AU
non-phishing,1030089010.2661.11.camel,ckk.rdu.example.com
non-phishing,3D9E1F20.3050300,eecs.berkeley.edu
non-phishing,65385.208.171.240.67.1030376608.squirrel,www.mike-leone.com
non-phishing,5.1.1.6.0.20020823001344.0302c548,dogma.slashnull.org
non-phishing,200210100804.g9A84PK14185,dogma.slashnull.org
non-phishing,157291235594.20021007171017,magnesium.net
non-phishing,200210020801.g9281WK31739,dogma.slashnull.org
non-phishing,20020826185114.J97541-100000,moon.campus.luth.se
non-phishing,2740000.1033379168,spawn.se7en.org
non-phishing,Pine.LNX.4.44.0208240925210.15109-100000,guest1.mews
non-phishing,200210010800.g91805K15322,dogma.slashnull.org
non-phishing,AMEPKEBLDJJCCDEJHAMIKEEPFGAA.ejw,cse.ucsc.edu
non-phishing,829DCAD0-BAC5-11D6-AD60-003065C182B0,radparker.com
non-phishing,p05111a76b9c108c65e57,[66.149.49.6]
non-phishing,E17jy8w-0003UK-00,gadolinium.btinternet.com
non-phishing,200210070800.g9780oK23302,dogma.slashnull.org
non-phishing,200210010801.g91815K15544,dogma.slashnull.org
non-phishing,E17v8Mw-0004eS-00,pmenage-dt.ensim.com
non-phishing,1030387189.15657.TMDA,deepeddy.vircio.com
non-phishing,200210091925.g99JPGfJ001534,fsck.intern.waldner.priv.at
non-phishing,200209240800.g8O80ZC26619,dogma.slashnull.org
non-phishing,16323.1030043119,munnari.OZ.AU
non-phishing,20020906003811.GF12787,linuxmafia.com
non-phishing,E17z65d-0001Vy-01,cpu59.osdn.com
non-phishing,3D6BC814.23250.14EE9A8,localhost
non-phishing,20021002114533.42cc8de8.matthias,egwn.net
non-phishing,p05111a06b9b58d7c41ff,[66.149.49.6]
non-phishing,3D6CA2B0.EEF2DD84,orchidserve.com
non-phishing,200209300801.g8U81wg21405,dogma.slashnull.org
non-phishing,200210070800.g9780eK23245,dogma.slashnull.org
non-phishing,005401c24f6f$2f797b90$e600000a,XENON16
non-phishing,200210100804.g9A84RK14203,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209051857410.22913-100000,watcher.mithral.com
non-phishing,3D6505C3.2020405,permafrost.net
non-phishing,200210030802.g9382aK20051,dogma.slashnull.org
non-phishing,200210030802.g9382iK20072,dogma.slashnull.org
non-phishing,200209261528.g8QFSTg24435,dogma.slashnull.org
non-phishing,3D8D5F74.8000102,permafrost.net
non-phishing,m2admqkk4h.fsf,maya.dyndns.org
non-phishing,m28z2bua8a.fsf,maya.dyndns.org
non-phishing,Pine.LNX.4.44.0209070838400.13901-100000,isolnetsux.techmonkeys.net
non-phishing,25C208FC-B909-11D6-9F1A-00039396ECF2,deersoft.com
non-phishing,02f701c257be$6f1d9e50$640a000a,golden
non-phishing,200209250800.g8P80NC18094,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0209050945460.4768-100000,localhost.localdomain
non-phishing,yf2d6qth95z.fsf,proton.pathname.com
non-phishing,Pine.BSO.4.44.0209231921570.29230-100000,crank.slack.net
non-phishing,200209260801.g8Q81NC06408,dogma.slashnull.org
non-phishing,a05200a04b9c80710dc5f,[209.103.203.17]
non-phishing,000201c25d24$b3272c90$0200a8c0,JMHALL
non-phishing,20021008220353.GA17382,bonzo.nirvana
non-phishing,200210070800.g9780fK23260,dogma.slashnull.org
non-phishing,200208301714.g7UHEO301839,trna.ximian.com
non-phishing,20021002224620.6d4fc92f.matthias,rpmforge.net
non-phishing,200210010801.g9181NK15617,dogma.slashnull.org
non-phishing,20020910155647.0B7FF5D04,ptavv.es.net
non-phishing,200209240800.g8O809C26551,dogma.slashnull.org
non-phishing,20020902115716.E3253,prodigy.Redbrick.DCU.IE
non-phishing,200210050800.g9580oK02568,dogma.slashnull.org
non-phishing,138.14d4d29a.2ac1b890,aol.com
non-phishing,Pine.LNX.4.44.0210011026020.19273-100000,urgent.rug.ac.be
non-phishing,200210070800.g9780pK23310,dogma.slashnull.org
non-phishing,200209240800.g8O80YC26610,dogma.slashnull.org
non-phishing,200209092354.g89Ns8g04304,lin12.triumf.ca
non-phishing,20020905111540.76D1C16F20,example.com
non-phishing,200209240800.g8O80CC26584,dogma.slashnull.org
non-phishing,1030038582.14329.TMDA,deepeddy.vircio.com
non-phishing,0205743092.20020921095358,magnesium.net
non-phishing,Pine.BSO.4.44.0209091006370.22022-100000,crank.slack.net
non-phishing,3D6BC814.23250.14EE9A8,localhost
non-phishing,200210030800.g9380XK19947,dogma.slashnull.org
non-phishing,200208281735.33851.jon.g,directfreight.com
non-phishing,m265wkrekb.fsf,maya.dyndns.org
non-phishing,p05111a3bb9b546b7abee,[66.149.49.6]
non-phishing,E17z65T-0001OB-00,cpu59.osdn.com
non-phishing,200210050800.g9580qK02594,dogma.slashnull.org
non-phishing,200210070800.g9780xK23324,dogma.slashnull.org
non-phishing,15733.15859.462448.155446,cerise.nosuchdomain.co.uk
non-phishing,D79A56AD131896448D0860DEE07CBE1F3BADEA,med-core07.med.wayne.edu
non-phishing,200210060800.g9680ZK15239,dogma.slashnull.org
non-phishing,200210090801.g99813K25266,dogma.slashnull.org
non-phishing,200210080801.g98815K06127,dogma.slashnull.org
non-phishing,20020826234002.4DAC7C44D,argote.ch
non-phishing,200209250803.g8P83gC18334,dogma.slashnull.org
non-phishing,000001c259c0$a8559890$0200a8c0,JMHALL
non-phishing,AMEPKEBLDJJCCDEJHAMIKENJFGAA.ejw,cse.ucsc.edu
non-phishing,3D9B3DA6.2090204,cse.ucsc.edu
non-phishing,3D89F216.1000807,permafrost.net
non-phishing,3460152885.20021002104900,magnesium.net
non-phishing,m2heg4ri1h.fsf,maya.dyndns.org
non-phishing,20020823005705.D63AEC44E,argote.ch
non-phishing,m28z1grenj.fsf,maya.dyndns.org
non-phishing,20020930200201.148FB479,gray.impulse.net
non-phishing,20020906180419.GA14739,iww.netfr.alcatel.fr
non-phishing,005701c256aa$5d12d6e0$640a000a,golden
non-phishing,200209261529.g8QFT0g24567,dogma.slashnull.org
non-phishing,1034115445.10490.4.camel,damocles
non-phishing,20021008111652.9BE8B40A1,belphegore.hughes-family.org
non-phishing,0B1C586E-BE99-11D6-B0C6-00039396ECF2,deersoft.com
non-phishing,ILEHJNJFPDLMDEKNIAKCCEMICAAA.geege,barrera.org
non-phishing,200210080800.g98804K06008,dogma.slashnull.org
non-phishing,20021004162311.A23707,canarsie.horizonlive.com
non-phishing,DAV72ELrGZ7BBJXLGV00000772d,hotmail.com
non-phishing,200209260801.g8Q81TC06440,dogma.slashnull.org
non-phishing,3D6E14B1.50800,startechgroup.co.uk
non-phishing,Pine.LNX.4.33.0209052106070.23504-100000,watcher.mithral.com
non-phishing,m2u1kzsrmp.fsf,maya.dyndns.org
non-phishing,20020822100808.A72593,lightship.internal.homeport.org
non-phishing,4620000.1034176968,spawn.se7en.org
non-phishing,p05111a03b9b58d0e282a,[66.149.49.6]
non-phishing,200210080800.g9880QK06038,dogma.slashnull.org
